layer,index_symbol,carrier,horizon,historical_pairs,historical_trading_days,DGP_ASSUMED,repetitions,seed,lambda,lambda_unclipped,lambda_clipped,oracle_mean_SE_under_DGP_bp,matched_independent_block_SE_bp,historical_target_SE_bp,occupied_blocks,pointwise_nominal_alpha,pointwise_rejections,pointwise_rejection_rate,pointwise_MC95_lo,pointwise_MC95_hi,marginal_family14_nominal_alpha,marginal_family14_rejections,marginal_family14_rejection_rate,marginal_family14_MC95_lo,marginal_family14_MC95_hi,unquantified_replicates,unquantified_fraction,severe_size_warning,real_market_calibration_proved,joint_family_error_simulated
INDEX_ALL_FROZEN_PAIRS,000688.SH,588000.SH,15,1802,1212,IID_GAUSSIAN,2000,20451045,0.0,0.04637331092735911,False,1.502919020489396,1.5029190204893963,2.882270278837111,61,0.05,94,0.047,0.038561402365168564,0.05717544247164658,0.0035714285714285718,3,0.0015,0.0005102635836384819,0.004401032555770693,0,0.0,False,False,False
INDEX_ALL_FROZEN_PAIRS,000688.SH,588000.SH,15,1802,1212,SHARED_BLOCK_GAUSSIAN,2000,21451048,0.04637331092735911,0.04637331092735911,False,2.882270278837111,2.882270278837111,2.882270278837111,61,0.05,126,0.063,0.053166899529154835,0.07450859979466022,0.0035714285714285718,15,0.0075,0.004550377435809225,0.012337914136224913,0,0.0,False,False,False
INDEX_ALL_FROZEN_PAIRS,000688.SH,588000.SH,15,1802,1212,SHARED_BLOCK_T5,2000,22451051,0.04637331092735911,0.04637331092735911,False,2.882270278837111,2.882270278837111,2.882270278837111,61,0.05,121,0.0605,0.05086998931063991,0.0718150952495814,0.0035714285714285718,9,0.0045,0.0023692806369618345,0.008530513218759823,0,0.0,False,False,False
INDEX_ALL_FROZEN_PAIRS,000688.SH,588000.SH,15,1802,1212,OFF_GRAPH_AR1_0.6,2000,23451054,0.04637331092735911,0.04637331092735911,False,4.9193397533744765,2.882270278837111,2.882270278837111,61,0.05,440,0.22,0.2023914311650162,0.23868211531248537,0.0035714285714285718,137,0.0685,0.05823636538977861,0.08041804641394268,0,0.0,True,False,False
ETF_OBSERVED_ENDPOINTS,000688.SH,588000.SH,15,1802,1212,IID_GAUSSIAN,2000,20461052,0.0,0.04675924870956905,False,1.4820703822472652,1.4820703822472652,2.8508856828508886,61,0.05,75,0.0375,0.030021256563230403,0.04675201217192855,0.0035714285714285718,1,0.0005,8.826773070546787e-05,0.0028268625032662133,0,0.0,False,False,False
ETF_OBSERVED_ENDPOINTS,000688.SH,588000.SH,15,1802,1212,SHARED_BLOCK_GAUSSIAN,2000,21461055,0.04675924870956905,0.04675924870956905,False,2.8508856828508886,2.8508856828508886,2.8508856828508886,61,0.05,118,0.059,0.04949422085016707,0.070196614851898,0.0035714285714285718,12,0.006,0.003435594376936234,0.010458448336941664,0,0.0,False,False,False
ETF_OBSERVED_ENDPOINTS,000688.SH,588000.SH,15,1802,1212,SHARED_BLOCK_T5,2000,22461058,0.04675924870956905,0.04675924870956905,False,2.8508856828508886,2.8508856828508886,2.8508856828508886,61,0.05,134,0.067,0.05685166729541342,0.07880849565015163,0.0035714285714285718,12,0.006,0.003435594376936234,0.010458448336941664,0,0.0,False,False,False
ETF_OBSERVED_ENDPOINTS,000688.SH,588000.SH,15,1802,1212,OFF_GRAPH_AR1_0.6,2000,23461061,0.04675924870956905,0.04675924870956905,False,4.869366062283353,2.8508856828508886,2.8508856828508886,61,0.05,439,0.2195,0.20190717147290457,0.23816829205187826,0.0035714285714285718,133,0.0665,0.05639044543582205,0.07827163455702424,0,0.0,True,False,False
INDEX_ALL_FROZEN_PAIRS,000688.SH,588000.SH,30,1802,1212,IID_GAUSSIAN,2000,20471059,0.0,0.03386692656125817,False,2.0206133806271422,2.0206133806271422,3.474707643326446,61,0.05,67,0.0335,0.026465276470638475,0.042323328642770504,0.0035714285714285718,2,0.001,0.0002742789176520342,0.003638934269038394,0,0.0,False,False,False
INDEX_ALL_FROZEN_PAIRS,000688.SH,588000.SH,30,1802,1212,SHARED_BLOCK_GAUSSIAN,2000,21471062,0.03386692656125817,0.03386692656125817,False,3.474707643326446,3.4747076433264463,3.474707643326446,61,0.05,119,0.0595,0.04995260683841223,0.07073631181637158,0.0035714285714285718,16,0.008,0.0049302968532159265,0.012956077671536958,0,0.0,False,False,False
INDEX_ALL_FROZEN_PAIRS,000688.SH,588000.SH,30,1802,1212,SHARED_BLOCK_T5,2000,22471065,0.03386692656125817,0.03386692656125817,False,3.474707643326446,3.4747076433264463,3.474707643326446,61,0.05,124,0.062,0.05224755446133823,0.07343177895703933,0.0035714285714285718,9,0.0045,0.0023692806369618345,0.008530513218759823,0,0.0,False,False,False
INDEX_ALL_FROZEN_PAIRS,000688.SH,588000.SH,30,1802,1212,OFF_GRAPH_AR1_0.6,2000,23471068,0.03386692656125817,0.03386692656125817,False,5.751643787453131,3.4747076433264463,3.474707643326446,61,0.05,440,0.22,0.2023914311650162,0.23868211531248537,0.0035714285714285718,167,0.0835,0.07215988199915073,0.09643701838613296,0,0.0,True,False,False
ETF_OBSERVED_ENDPOINTS,000688.SH,588000.SH,30,1801,1212,IID_GAUSSIAN,2000,20481066,0.0,0.03963758010060559,False,2.03899988681556,2.03899988681556,3.6969867042400666,61,0.05,79,0.0395,0.03180890787160705,0.0489566926744269,0.0035714285714285718,3,0.0015,0.0005102635836384819,0.004401032555770693,0,0.0,False,False,False
ETF_OBSERVED_ENDPOINTS,000688.SH,588000.SH,30,1801,1212,SHARED_BLOCK_GAUSSIAN,2000,21481069,0.03963758010060559,0.03963758010060559,False,3.6969867042400666,3.696986704240067,3.6969867042400666,61,0.05,113,0.0565,0.04720544161779262,0.06749497932067872,0.0035714285714285718,12,0.006,0.003435594376936234,0.010458448336941664,0,0.0,False,False,False
ETF_OBSERVED_ENDPOINTS,000688.SH,588000.SH,30,1801,1212,SHARED_BLOCK_T5,2000,22481072,0.03963758010060559,0.03963758010060559,False,3.6969867042400666,3.696986704240067,3.6969867042400666,61,0.05,111,0.0555,0.04629144858684901,0.06641280644618483,0.0035714285714285718,11,0.0055,0.003073897009543817,0.009822062751615332,0,0.0,False,False,False
ETF_OBSERVED_ENDPOINTS,000688.SH,588000.SH,30,1801,1212,OFF_GRAPH_AR1_0.6,2000,23481075,0.03963758010060559,0.03963758010060559,False,6.21937036913055,3.696986704240067,3.6969867042400666,61,0.05,411,0.2055,0.18836387636696572,0.22376526448169215,0.0035714285714285718,135,0.0675,0.057313062415804306,0.07934518348247949,0,0.0,True,False,False
INDEX_ALL_FROZEN_PAIRS,000688.SH,588000.SH,60,1802,1212,IID_GAUSSIAN,2000,20491073,0.0,0.048122676089799706,False,3.008541055637169,3.008541055637169,5.855932450804874,61,0.05,73,0.0365,0.02912975228047479,0.045647350549246665,0.0035714285714285718,4,0.002,0.0007780273070510575,0.005131351785076866,0,0.0,False,False,False
INDEX_ALL_FROZEN_PAIRS,000688.SH,588000.SH,60,1802,1212,SHARED_BLOCK_GAUSSIAN,2000,21491076,0.048122676089799706,0.048122676089799706,False,5.855932450804874,5.855932450804874,5.855932450804874,61,0.05,126,0.063,0.053166899529154835,0.07450859979466022,0.0035714285714285718,9,0.0045,0.0023692806369618345,0.008530513218759823,0,0.0,False,False,False
INDEX_ALL_FROZEN_PAIRS,000688.SH,588000.SH,60,1802,1212,SHARED_BLOCK_T5,2000,22491079,0.048122676089799706,0.048122676089799706,False,5.855932450804874,5.855932450804874,5.855932450804874,61,0.05,136,0.068,0.05777462902670909,0.07988169982429345,0.0035714285714285718,17,0.0085,0.005313767739685552,0.013570689737786079,0,0.0,False,False,False
INDEX_ALL_FROZEN_PAIRS,000688.SH,588000.SH,60,1802,1212,OFF_GRAPH_AR1_0.6,2000,23491082,0.048122676089799706,0.048122676089799706,False,10.031009585029842,5.855932450804874,5.855932450804874,61,0.05,429,0.2145,0.19706670596764359,0.23302792802995176,0.0035714285714285718,155,0.0775,0.06657483756091465,0.09004506739174409,0,0.0,True,False,False
ETF_OBSERVED_ENDPOINTS,000688.SH,588000.SH,60,1801,1212,IID_GAUSSIAN,2000,20501080,0.0,0.050623263495947056,False,3.019982699218611,3.019982699218611,5.987624458086846,61,0.05,72,0.036,0.02868460672278366,0.04509441315421905,0.0035714285714285718,3,0.0015,0.0005102635836384819,0.004401032555770693,0,0.0,False,False,False
ETF_OBSERVED_ENDPOINTS,000688.SH,588000.SH,60,1801,1212,SHARED_BLOCK_GAUSSIAN,2000,21501083,0.050623263495947056,0.050623263495947056,False,5.987624458086846,5.987624458086845,5.987624458086846,61,0.05,127,0.0635,0.053626856130583093,0.0750467261459507,0.0035714285714285718,10,0.005,0.0027181808584985597,0.009179695949941846,0,0.0,False,False,False
ETF_OBSERVED_ENDPOINTS,000688.SH,588000.SH,60,1801,1212,SHARED_BLOCK_T5,2000,22501086,0.050623263495947056,0.050623263495947056,False,5.987624458086846,5.987624458086845,5.987624458086846,61,0.05,126,0.063,0.053166899529154835,0.07450859979466022,0.0035714285714285718,11,0.0055,0.003073897009543817,0.009822062751615332,0,0.0,False,False,False
ETF_OBSERVED_ENDPOINTS,000688.SH,588000.SH,60,1801,1212,OFF_GRAPH_AR1_0.6,2000,23501089,0.050623263495947056,0.050623263495947056,False,10.300579256019212,5.987624458086845,5.987624458086846,61,0.05,422,0.211,0.19368072087378985,0.22942733245477426,0.0035714285714285718,127,0.0635,0.053626856130583093,0.0750467261459507,0,0.0,True,False,False
INDEX_ALL_FROZEN_PAIRS,000688.SH,588000.SH,120,1802,1212,IID_GAUSSIAN,2000,20511087,0.0,0.02701663661530385,False,4.225090081262269,4.225090081262269,6.7784690264068,61,0.05,76,0.038,0.030467599928741894,0.04730375175913581,0.0035714285714285718,3,0.0015,0.0005102635836384819,0.004401032555770693,1,0.0005,False,False,False
INDEX_ALL_FROZEN_PAIRS,000688.SH,588000.SH,120,1802,1212,SHARED_BLOCK_GAUSSIAN,2000,21511090,0.02701663661530385,0.02701663661530385,False,6.7784690264068,6.7784690264068,6.7784690264068,61,0.05,149,0.0745,0.06378984993294572,0.08684155730340053,0.0035714285714285718,19,0.0095,0.006090240228609851,0.014790383154299275,0,0.0,False,False,False
INDEX_ALL_FROZEN_PAIRS,000688.SH,588000.SH,120,1802,1212,SHARED_BLOCK_T5,2000,22511093,0.02701663661530385,0.02701663661530385,False,6.7784690264068,6.7784690264068,6.7784690264068,61,0.05,112,0.056,0.04674833393876454,0.06695400404698805,0.0035714285714285718,10,0.005,0.0027181808584985597,0.009179695949941846,0,0.0,False,False,False
INDEX_ALL_FROZEN_PAIRS,000688.SH,588000.SH,120,1802,1212,OFF_GRAPH_AR1_0.6,2000,23511096,0.02701663661530385,0.02701663661530385,False,10.952243135914454,6.7784690264068,6.7784690264068,61,0.05,417,0.2085,0.191263362602218,0.22685427596275237,0.0035714285714285718,127,0.0635,0.053626856130583093,0.0750467261459507,0,0.0,True,False,False
ETF_OBSERVED_ENDPOINTS,000688.SH,588000.SH,120,1802,1212,IID_GAUSSIAN,2000,20521094,0.0,0.026671720060884082,False,4.4101444940493675,4.410144494049368,7.0476869530697455,61,0.05,62,0.031,0.024257462141641817,0.03954072820817342,0.0035714285714285718,1,0.0005,8.826773070546787e-05,0.0028268625032662133,1,0.0005,False,False,False
ETF_OBSERVED_ENDPOINTS,000688.SH,588000.SH,120,1802,1212,SHARED_BLOCK_GAUSSIAN,2000,21521097,0.026671720060884082,0.026671720060884082,False,7.047686953069746,7.047686953069747,7.0476869530697455,61,0.05,130,0.065,0.055007837621403224,0.07665999351328683,0.0035714285714285718,15,0.0075,0.004550377435809225,0.012337914136224913,0,0.0,False,False,False
ETF_OBSERVED_ENDPOINTS,000688.SH,588000.SH,120,1802,1212,SHARED_BLOCK_T5,2000,22521100,0.026671720060884082,0.026671720060884082,False,7.047686953069746,7.047686953069747,7.0476869530697455,61,0.05,129,0.0645,0.05454732717628902,0.07612242100568228,0.0035714285714285718,14,0.007,0.0041743460559210965,0.011715862563394297,0,0.0,False,False,False
ETF_OBSERVED_ENDPOINTS,000688.SH,588000.SH,120,1802,1212,OFF_GRAPH_AR1_0.6,2000,23521103,0.026671720060884082,0.026671720060884082,False,11.369655419866735,7.047686953069747,7.0476869530697455,61,0.05,412,0.206,0.188847021374138,0.22428020242723862,0.0035714285714285718,140,0.07,0.059622576070820776,0.08202608459105676,0,0.0,True,False,False
INDEX_ALL_FROZEN_PAIRS,000688.SH,588000.SH,240,1802,1212,IID_GAUSSIAN,2000,20531101,0.0,0.040888234292560235,False,6.48036861708722,6.480368617087221,12.018201821880663,61,0.05,59,0.0295,0.02293885238774463,0.037865089103914375,0.0035714285714285718,2,0.001,0.0002742789176520342,0.003638934269038394,0,0.0,False,False,False
INDEX_ALL_FROZEN_PAIRS,000688.SH,588000.SH,240,1802,1212,SHARED_BLOCK_GAUSSIAN,2000,21531104,0.040888234292560235,0.040888234292560235,False,12.018201821880663,12.01820182188066,12.018201821880663,61,0.05,124,0.062,0.05224755446133823,0.07343177895703933,0.0035714285714285718,17,0.0085,0.005313767739685552,0.013570689737786079,0,0.0,False,False,False
INDEX_ALL_FROZEN_PAIRS,000688.SH,588000.SH,240,1802,1212,SHARED_BLOCK_T5,2000,22531107,0.040888234292560235,0.040888234292560235,False,12.018201821880663,12.01820182188066,12.018201821880663,61,0.05,136,0.068,0.05777462902670909,0.07988169982429345,0.0035714285714285718,12,0.006,0.003435594376936234,0.010458448336941664,0,0.0,False,False,False
INDEX_ALL_FROZEN_PAIRS,000688.SH,588000.SH,240,1802,1212,OFF_GRAPH_AR1_0.6,2000,23531110,0.040888234292560235,0.040888234292560235,False,20.38026919362089,12.01820182188066,12.018201821880663,61,0.05,414,0.207,0.18981343495635533,0.22530995475045879,0.0035714285714285718,138,0.069,0.05869826979779586,0.08095422495864418,0,0.0,True,False,False
ETF_OBSERVED_ENDPOINTS,000688.SH,588000.SH,240,1801,1212,IID_GAUSSIAN,2000,20541108,0.0,0.045371488423330913,False,6.857078112304419,6.857078112304419,13.197117023055517,61,0.05,81,0.0405,0.03270494331440327,0.05005682313706816,0.0035714285714285718,4,0.002,0.0007780273070510575,0.005131351785076866,0,0.0,False,False,False
ETF_OBSERVED_ENDPOINTS,000688.SH,588000.SH,240,1801,1212,SHARED_BLOCK_GAUSSIAN,2000,21541111,0.045371488423330913,0.045371488423330913,False,13.197117023055519,13.197117023055517,13.197117023055517,61,0.05,132,0.066,0.05592939864008358,0.07773459840004397,0.0035714285714285718,15,0.0075,0.004550377435809225,0.012337914136224913,0,0.0,False,False,False
ETF_OBSERVED_ENDPOINTS,000688.SH,588000.SH,240,1801,1212,SHARED_BLOCK_T5,2000,22541114,0.045371488423330913,0.045371488423330913,False,13.197117023055519,13.197117023055517,13.197117023055517,61,0.05,92,0.046,0.03765702335931109,0.05608365557206656,0.0035714285714285718,11,0.0055,0.003073897009543817,0.009822062751615332,0,0.0,False,False,False
ETF_OBSERVED_ENDPOINTS,000688.SH,588000.SH,240,1801,1212,OFF_GRAPH_AR1_0.6,2000,23541117,0.045371488423330913,0.045371488423330913,False,22.593394375934498,13.197117023055517,13.197117023055517,61,0.05,419,0.2095,0.1922301846156854,0.22788361985472247,0.0035714285714285718,137,0.0685,0.05823636538977861,0.08041804641394268,0,0.0,True,False,False
