pair_id,event_day,side,eligible,reason
000688.SH:R1_A:90343:135703,2022-02-11,SHORT,True,complete_common_path
000688.SH:R1_A:90492:103936,2022-02-14,SHORT,True,complete_common_path
000688.SH:R1_A:90869:86327,2022-02-15,LONG,True,complete_common_path
000688.SH:R1_A:90968:95282,2022-02-16,LONG,True,complete_common_path
000688.SH:R1_A:91333:91332,2022-02-17,LONG,True,complete_common_path
000688.SH:R1_A:91844:91843,2022-02-21,SHORT,True,complete_common_path
000688.SH:R1_A:91930:136588,2022-02-22,SHORT,True,complete_common_path
000688.SH:R1_A:92041:112924,2022-02-22,SHORT,True,complete_common_path
000688.SH:R1_A:92405:121929,2022-02-24,LONG,True,complete_common_path
000688.SH:R1_A:92473:134713,2022-02-24,LONG,True,complete_common_path
000688.SH:R1_A:92538:89668,2022-02-24,SHORT,True,complete_common_path
000688.SH:R1_A:92653:116656,2022-02-25,LONG,True,complete_common_path
000688.SH:R1_A:92722:105189,2022-02-25,LONG,True,complete_common_path
000688.SH:R1_A:92903:137522,2022-02-28,SHORT,True,complete_common_path
000688.SH:R1_A:93125:138501,2022-03-01,LONG,True,complete_common_path
000688.SH:R1_A:93372:93371,2022-03-02,SHORT,True,complete_common_path
000688.SH:R1_A:93400:103964,2022-03-02,SHORT,True,complete_common_path
000688.SH:R1_A:93519:135771,2022-03-02,SHORT,True,complete_common_path
000688.SH:R1_A:93739:86785,2022-03-03,SHORT,True,complete_common_path
000688.SH:R1_A:93806:86846,2022-03-03,SHORT,True,complete_common_path
000688.SH:R1_A:93872:140190,2022-03-04,SHORT,True,complete_common_path
000688.SH:R1_A:94093:103926,2022-03-07,SHORT,True,complete_common_path
000688.SH:R1_A:94125:86438,2022-03-07,SHORT,True,complete_common_path
000688.SH:R1_A:94161:113847,2022-03-07,SHORT,True,complete_common_path
000688.SH:R1_A:94324:128165,2022-03-08,SHORT,True,complete_common_path
000688.SH:R1_A:94344:132010,2022-03-08,SHORT,True,complete_common_path
000688.SH:R1_A:94492:89687,2022-03-08,SHORT,True,complete_common_path
000688.SH:R1_A:94562:104665,2022-03-09,SHORT,True,complete_common_path
000688.SH:R1_A:94602:104698,2022-03-09,LONG,True,complete_common_path
000688.SH:R1_A:94644:95103,2022-03-09,SHORT,True,complete_common_path
000688.SH:R1_A:94657:118198,2022-03-09,SHORT,True,complete_common_path
000688.SH:R1_A:94697:118202,2022-03-09,SHORT,True,complete_common_path
000688.SH:R1_A:94721:89687,2022-03-09,SHORT,True,complete_common_path
000688.SH:R1_A:94740:125725,2022-03-09,SHORT,True,complete_common_path
000688.SH:R1_A:94818:116668,2022-03-10,LONG,True,complete_common_path
000688.SH:R1_A:95543:95542,2022-03-15,SHORT,True,complete_common_path
000688.SH:R1_A:95764:95534,2022-03-16,SHORT,True,complete_common_path
000688.SH:R1_A:95780:97224,2022-03-16,SHORT,True,complete_common_path
000688.SH:R1_A:95828:103745,2022-03-16,SHORT,True,complete_common_path
000688.SH:R1_A:95895:118202,2022-03-16,SHORT,True,complete_common_path
000688.SH:R1_A:96034:105172,2022-03-17,LONG,True,complete_common_path
000688.SH:R1_A:96082:105187,2022-03-17,LONG,True,complete_common_path
000688.SH:R1_A:96266:132008,2022-03-18,SHORT,True,complete_common_path
000688.SH:R1_A:96294:135658,2022-03-18,SHORT,True,complete_common_path
000688.SH:R1_A:96349:118198,2022-03-18,SHORT,True,complete_common_path
000688.SH:R1_A:96426:136019,2022-03-18,SHORT,True,complete_common_path
000688.SH:R1_A:96588:137369,2022-03-21,LONG,True,complete_common_path
000688.SH:R1_A:97226:97225,2022-03-24,SHORT,True,complete_common_path
000688.SH:R1_A:97441:120007,2022-03-25,LONG,True,complete_common_path
000688.SH:R1_A:97462:120025,2022-03-25,LONG,True,complete_common_path
000688.SH:R1_A:97649:86849,2022-03-25,SHORT,True,complete_common_path
000688.SH:R1_A:97689:95533,2022-03-28,SHORT,True,complete_common_path
000688.SH:R1_A:97707:95542,2022-03-28,SHORT,True,complete_common_path
000688.SH:R1_A:97782:135953,2022-03-28,SHORT,True,complete_common_path
000688.SH:R1_A:97829:139349,2022-03-28,LONG,True,complete_common_path
000688.SH:R1_A:97923:116643,2022-03-29,SHORT,True,complete_common_path
000688.SH:R1_A:98022:97055,2022-03-29,SHORT,True,complete_common_path
000688.SH:R1_A:98088:136470,2022-03-29,SHORT,True,complete_common_path
000688.SH:R1_A:98162:138506,2022-03-30,SHORT,True,complete_common_path
000688.SH:R1_A:98419:98418,2022-03-31,LONG,True,complete_common_path
000688.SH:R1_A:98659:121948,2022-04-01,LONG,True,complete_common_path
000688.SH:R1_A:98731:101609,2022-04-01,SHORT,True,complete_common_path
000688.SH:R1_A:98897:95530,2022-04-06,SHORT,True,complete_common_path
000688.SH:R1_A:99137:93368,2022-04-07,SHORT,True,complete_common_path
000688.SH:R1_A:99215:116753,2022-04-07,SHORT,True,complete_common_path
000688.SH:R1_A:99321:89700,2022-04-07,SHORT,True,complete_common_path
000688.SH:R1_A:99368:96964,2022-04-08,SHORT,True,complete_common_path
000688.SH:R1_A:99380:96981,2022-04-08,SHORT,True,complete_common_path
000688.SH:R1_A:99450:135214,2022-04-08,SHORT,True,complete_common_path
000688.SH:R1_A:99688:137604,2022-04-11,SHORT,True,complete_common_path
000688.SH:R1_A:99796:113968,2022-04-11,SHORT,True,complete_common_path
000688.SH:R1_A:99845:114025,2022-04-12,SHORT,True,complete_common_path
000688.SH:R1_A:99861:95532,2022-04-12,SHORT,True,complete_common_path
000688.SH:R1_A:99906:122226,2022-04-12,SHORT,True,complete_common_path
000688.SH:R1_A:99944:135715,2022-04-12,SHORT,True,complete_common_path
000688.SH:R1_A:100085:104892,2022-04-13,LONG,True,complete_common_path
000688.SH:R1_A:100325:137524,2022-04-14,SHORT,True,complete_common_path
000688.SH:R1_A:100527:86339,2022-04-14,LONG,True,complete_common_path
000688.SH:R1_A:100596:138523,2022-04-15,SHORT,True,complete_common_path
000688.SH:R1_A:100846:100845,2022-04-18,LONG,True,complete_common_path
000688.SH:R1_A:100853:100841,2022-04-18,LONG,True,complete_common_path
000688.SH:R1_A:100911:122998,2022-04-18,LONG,True,complete_common_path
000688.SH:R1_A:101050:138002,2022-04-19,LONG,True,complete_common_path
000688.SH:R1_A:101733:101731,2022-04-21,SHORT,True,complete_common_path
000688.SH:R1_A:101770:107763,2022-04-22,SHORT,True,complete_common_path
000688.SH:R1_A:101786:132007,2022-04-22,SHORT,True,complete_common_path
000688.SH:R1_A:101871:113850,2022-04-22,SHORT,True,complete_common_path
000688.SH:R1_A:102009:103927,2022-04-25,SHORT,True,complete_common_path
000688.SH:R1_A:102036:135657,2022-04-25,SHORT,True,complete_common_path
000688.SH:R1_A:102213:125729,2022-04-25,SHORT,True,complete_common_path
000688.SH:R1_A:102254:132005,2022-04-26,SHORT,True,complete_common_path
000688.SH:R1_A:102494:132008,2022-04-27,SHORT,True,complete_common_path
000688.SH:R1_A:102576:105477,2022-04-27,SHORT,True,complete_common_path
000688.SH:R1_A:102673:137699,2022-04-27,LONG,True,complete_common_path
000688.SH:R1_A:102807:95127,2022-04-28,SHORT,True,complete_common_path
000688.SH:R1_A:102979:105146,2022-04-29,LONG,True,complete_common_path
000688.SH:R1_A:103040:118145,2022-04-29,LONG,True,complete_common_path
000688.SH:R1_A:103124:135510,2022-04-29,LONG,True,complete_common_path
000688.SH:R1_A:103189:124529,2022-04-29,LONG,True,complete_common_path
000688.SH:R1_A:103227:139453,2022-05-05,LONG,True,complete_common_path
000688.SH:R1_A:103277:105189,2022-05-05,LONG,True,complete_common_path
000688.SH:R1_A:103362:86338,2022-05-05,LONG,True,complete_common_path
000688.SH:R1_A:103468:103941,2022-05-06,SHORT,True,complete_common_path
000688.SH:R1_A:104045:104044,2022-05-10,LONG,True,complete_common_path
000688.SH:R1_A:104231:127756,2022-05-11,LONG,True,complete_common_path
000688.SH:R1_A:104403:124561,2022-05-12,LONG,True,complete_common_path
000688.SH:R1_A:105612:105611,2022-05-19,SHORT,True,complete_common_path
000688.SH:R1_A:105619:137535,2022-05-19,SHORT,True,complete_common_path
000688.SH:R1_A:105635:105418,2022-05-19,LONG,True,complete_common_path
000688.SH:R1_A:105749:137910,2022-05-19,LONG,True,complete_common_path
000688.SH:R1_A:105922:134728,2022-05-20,LONG,True,complete_common_path
000688.SH:R1_A:106327:106326,2022-05-24,LONG,True,complete_common_path
000688.SH:R1_A:106341:121703,2022-05-24,LONG,True,complete_common_path
000688.SH:R1_A:106359:127730,2022-05-24,LONG,True,complete_common_path
000688.SH:R1_A:106367:96998,2022-05-24,SHORT,True,complete_common_path
000688.SH:R1_A:106495:89698,2022-05-24,SHORT,True,complete_common_path
000688.SH:R1_A:106569:95536,2022-05-25,SHORT,True,complete_common_path
000688.SH:R1_A:106651:106178,2022-05-25,SHORT,True,complete_common_path
000688.SH:R1_A:106870:119845,2022-05-26,SHORT,True,complete_common_path
000688.SH:R1_A:107041:137766,2022-05-27,LONG,True,complete_common_path
000688.SH:R1_A:107184:116760,2022-05-27,SHORT,True,complete_common_path
000688.SH:R1_A:107281:125764,2022-05-30,SHORT,True,complete_common_path
000688.SH:R1_A:107297:101540,2022-05-30,SHORT,True,complete_common_path
000688.SH:R1_A:107357:104947,2022-05-30,LONG,True,complete_common_path
000688.SH:R1_A:107406:104043,2022-05-30,LONG,True,complete_common_path
000688.SH:R1_A:107776:107775,2022-06-01,LONG,True,complete_common_path
000688.SH:R1_A:107872:105220,2022-06-01,LONG,True,complete_common_path
000688.SH:R1_A:107936:137909,2022-06-01,LONG,True,complete_common_path
000688.SH:R1_A:107976:135823,2022-06-01,LONG,True,complete_common_path
000688.SH:R1_A:108035:134673,2022-06-02,LONG,True,complete_common_path
000688.SH:R1_A:108107:104036,2022-06-02,LONG,True,complete_common_path
000688.SH:R1_A:108167:135510,2022-06-02,LONG,True,complete_common_path
000688.SH:R1_A:108223:124530,2022-06-02,LONG,True,complete_common_path
000688.SH:R1_A:108274:105169,2022-06-06,LONG,True,complete_common_path
000688.SH:R1_A:108350:134730,2022-06-06,LONG,True,complete_common_path
000688.SH:R1_A:108399:86327,2022-06-06,LONG,True,complete_common_path
000688.SH:R1_A:108904:108903,2022-06-08,SHORT,True,complete_common_path
000688.SH:R1_A:109047:137608,2022-06-09,SHORT,True,complete_common_path
000688.SH:R1_A:109125:107691,2022-06-09,SHORT,True,complete_common_path
000688.SH:R1_A:109174:96930,2022-06-09,SHORT,True,complete_common_path
000688.SH:R1_A:109283:137342,2022-06-10,LONG,True,complete_common_path
000688.SH:R1_A:109354:135510,2022-06-10,LONG,True,complete_common_path
000688.SH:R1_A:109444:104900,2022-06-13,LONG,True,complete_common_path
000688.SH:R1_A:109477:138519,2022-06-13,SHORT,True,complete_common_path
000688.SH:R1_A:109516:125343,2022-06-13,SHORT,True,complete_common_path
000688.SH:R1_A:109703:91228,2022-06-14,SHORT,True,complete_common_path
000688.SH:R1_A:109730:135657,2022-06-14,SHORT,True,complete_common_path
000688.SH:R1_A:109871:125728,2022-06-14,SHORT,True,complete_common_path
000688.SH:R1_A:109954:95311,2022-06-15,LONG,True,complete_common_path
000688.SH:R1_A:110161:118320,2022-06-16,LONG,True,complete_common_path
000688.SH:R1_A:110195:105153,2022-06-16,LONG,True,complete_common_path
000688.SH:R1_A:110355:97165,2022-06-16,LONG,True,complete_common_path
000688.SH:R1_A:110437:91248,2022-06-17,SHORT,True,complete_common_path
000688.SH:R1_A:110501:125369,2022-06-17,SHORT,True,complete_common_path
000688.SH:R1_A:110653:95285,2022-06-20,LONG,True,complete_common_path
000688.SH:R1_A:110794:105269,2022-06-20,LONG,True,complete_common_path
000688.SH:R1_A:110889:137298,2022-06-21,LONG,True,complete_common_path
000688.SH:R1_A:110916:135880,2022-06-21,SHORT,True,complete_common_path
000688.SH:R1_A:111006:135967,2022-06-21,SHORT,True,complete_common_path
000688.SH:R1_A:111125:86645,2022-06-22,SHORT,True,complete_common_path
000688.SH:R1_A:111366:105130,2022-06-23,SHORT,True,complete_common_path
000688.SH:R1_A:111406:118123,2022-06-23,SHORT,True,complete_common_path
000688.SH:R1_A:111443:112866,2022-06-23,SHORT,True,complete_common_path
000688.SH:R1_A:111526:112953,2022-06-23,SHORT,True,complete_common_path
000688.SH:R1_A:111629:118836,2022-06-24,LONG,True,complete_common_path
000688.SH:R1_A:111660:134699,2022-06-24,LONG,True,complete_common_path
000688.SH:R1_A:111700:103788,2022-06-24,LONG,True,complete_common_path
000688.SH:R1_A:111889:139498,2022-06-27,LONG,True,complete_common_path
000688.SH:R1_A:112131:112130,2022-06-28,SHORT,True,complete_common_path
000688.SH:R1_A:112321:101523,2022-06-29,SHORT,True,complete_common_path
000688.SH:R1_A:112341:95291,2022-06-29,LONG,True,complete_common_path
000688.SH:R1_A:112404:95125,2022-06-29,SHORT,True,complete_common_path
000688.SH:R1_A:112464:137161,2022-06-29,LONG,True,complete_common_path
000688.SH:R1_A:112489:137191,2022-06-29,LONG,True,complete_common_path
000688.SH:R1_A:112518:137219,2022-06-29,LONG,True,complete_common_path
000688.SH:R1_A:112569:104656,2022-06-30,SHORT,True,complete_common_path
000688.SH:R1_A:112970:112964,2022-07-01,SHORT,True,complete_common_path
000688.SH:R1_A:113014:107746,2022-07-01,SHORT,True,complete_common_path
000688.SH:R1_A:113057:96988,2022-07-04,SHORT,True,complete_common_path
000688.SH:R1_A:113286:101530,2022-07-05,SHORT,True,complete_common_path
000688.SH:R1_A:113328:142371,2022-07-05,LONG,True,complete_common_path
000688.SH:R1_A:113583:113582,2022-07-06,LONG,True,complete_common_path
000688.SH:R1_A:114045:114044,2022-07-08,LONG,True,complete_common_path
000688.SH:R1_A:114204:86601,2022-07-08,SHORT,True,complete_common_path
000688.SH:R1_A:114253:103926,2022-07-11,SHORT,True,complete_common_path
000688.SH:R1_A:114270:103949,2022-07-11,SHORT,True,complete_common_path
000688.SH:R1_A:114303:95099,2022-07-11,SHORT,True,complete_common_path
000688.SH:R1_A:114374:95161,2022-07-11,SHORT,True,complete_common_path
000688.SH:R1_A:114415:112969,2022-07-11,SHORT,True,complete_common_path
000688.SH:R1_A:114522:118111,2022-07-12,SHORT,True,complete_common_path
000688.SH:R1_A:114549:95341,2022-07-12,SHORT,True,complete_common_path
000688.SH:R1_A:114616:89666,2022-07-12,SHORT,True,complete_common_path
000688.SH:R1_A:114726:96964,2022-07-13,SHORT,True,complete_common_path
000688.SH:R1_A:114744:139939,2022-07-13,SHORT,True,complete_common_path
000688.SH:R1_A:114816:112889,2022-07-13,SHORT,True,complete_common_path
000688.SH:R1_A:114854:112923,2022-07-13,SHORT,True,complete_common_path
000688.SH:R1_A:114961:135840,2022-07-14,LONG,True,complete_common_path
000688.SH:R1_A:114977:120019,2022-07-14,LONG,True,complete_common_path
000688.SH:R1_A:115047:122968,2022-07-14,LONG,True,complete_common_path
000688.SH:R1_A:115183:137755,2022-07-14,LONG,True,complete_common_path
000688.SH:R1_A:115316:125627,2022-07-15,LONG,True,complete_common_path
000688.SH:R1_A:115467:121447,2022-07-18,SHORT,True,complete_common_path
000688.SH:R1_A:115609:86327,2022-07-18,LONG,True,complete_common_path
000688.SH:R1_A:115830:91829,2022-07-19,SHORT,True,complete_common_path
000688.SH:R1_A:116032:137877,2022-07-20,LONG,True,complete_common_path
000688.SH:R1_A:116231:113582,2022-07-21,LONG,True,complete_common_path
000688.SH:R1_A:116806:116805,2022-07-25,SHORT,True,complete_common_path
000688.SH:R1_A:116851:107746,2022-07-25,SHORT,True,complete_common_path
000688.SH:R1_A:116896:107766,2022-07-26,SHORT,True,complete_common_path
000688.SH:R1_A:116943:85288,2022-07-26,SHORT,True,complete_common_path
000688.SH:R1_A:117145:95286,2022-07-27,LONG,True,complete_common_path
000688.SH:R1_A:117159:104693,2022-07-27,LONG,True,complete_common_path
000688.SH:R1_A:117251:104761,2022-07-27,LONG,True,complete_common_path
000688.SH:R1_A:117377:95291,2022-07-28,LONG,True,complete_common_path
000688.SH:R1_A:117405:116681,2022-07-28,LONG,True,complete_common_path
000688.SH:R1_A:117519:125669,2022-07-28,LONG,True,complete_common_path
000688.SH:R1_A:117690:85291,2022-07-29,SHORT,True,complete_common_path
000688.SH:R1_A:117781:85399,2022-07-29,SHORT,True,complete_common_path
000688.SH:R1_A:117852:95530,2022-08-01,SHORT,True,complete_common_path
000688.SH:R1_A:118353:118351,2022-08-03,LONG,True,complete_common_path
000688.SH:R1_A:118400:95341,2022-08-03,SHORT,True,complete_common_path
000688.SH:R1_A:118418:95369,2022-08-03,SHORT,True,complete_common_path
000688.SH:R1_A:118561:124561,2022-08-04,LONG,True,complete_common_path
000688.SH:R1_A:118841:118840,2022-08-05,LONG,True,complete_common_path
000688.SH:R1_A:118966:135510,2022-08-05,LONG,True,complete_common_path
000688.SH:R1_A:119055:137771,2022-08-08,LONG,True,complete_common_path
000688.SH:R1_A:119406:119403,2022-08-09,SHORT,True,complete_common_path
000688.SH:R1_A:119477:135803,2022-08-09,LONG,True,complete_common_path
000688.SH:R1_A:119579:139502,2022-08-10,LONG,True,complete_common_path
000688.SH:R1_A:120029:142118,2022-08-12,LONG,True,complete_common_path
000688.SH:R1_A:120187:121872,2022-08-12,LONG,True,complete_common_path
000688.SH:R1_A:120276:140189,2022-08-15,SHORT,True,complete_common_path
000688.SH:R1_A:120510:91232,2022-08-16,SHORT,True,complete_common_path
000688.SH:R1_A:120742:123858,2022-08-17,SHORT,True,complete_common_path
000688.SH:R1_A:120815:105472,2022-08-17,SHORT,True,complete_common_path
000688.SH:R1_A:120949:101499,2022-08-17,SHORT,True,complete_common_path
000688.SH:R1_A:120981:104668,2022-08-18,SHORT,True,complete_common_path
000688.SH:R1_A:121013:90766,2022-08-18,SHORT,True,complete_common_path
000688.SH:R1_A:121448:121447,2022-08-22,SHORT,True,complete_common_path
000688.SH:R1_A:122227:122226,2022-08-25,SHORT,True,complete_common_path
000688.SH:R1_A:122461:137348,2022-08-26,LONG,True,complete_common_path
000688.SH:R1_A:122651:97225,2022-08-29,SHORT,True,complete_common_path
000688.SH:R1_A:123197:123196,2022-08-31,SHORT,True,complete_common_path
000688.SH:R1_A:123361:135846,2022-09-01,LONG,True,complete_common_path
000688.SH:R1_A:123604:123855,2022-09-02,SHORT,True,complete_common_path
000688.SH:R1_A:123614:91693,2022-09-02,SHORT,True,complete_common_path
000688.SH:R1_A:123879:123878,2022-09-05,SHORT,True,complete_common_path
000688.SH:R1_A:124084:138246,2022-09-06,SHORT,False,control_missing_or_zero_volume_minute
000688.SH:R1_A:124103:101539,2022-09-06,SHORT,True,complete_common_path
000688.SH:R1_A:124144:103744,2022-09-06,SHORT,True,complete_common_path
000688.SH:R1_A:124288:137726,2022-09-06,LONG,True,complete_common_path
000688.SH:R1_A:124562:124561,2022-09-08,LONG,True,complete_common_path
000688.SH:R1_A:124817:124815,2022-09-09,SHORT,True,complete_common_path
000688.SH:R1_A:124844:86915,2022-09-09,SHORT,True,complete_common_path
000688.SH:R1_A:125374:125373,2022-09-14,SHORT,True,complete_common_path
000688.SH:R1_A:125765:125764,2022-09-16,SHORT,True,complete_common_path
000688.SH:R1_A:126025:126024,2022-09-19,SHORT,True,complete_common_path
000688.SH:R1_A:126096:95130,2022-09-19,SHORT,True,complete_common_path
000688.SH:R1_A:126220:96929,2022-09-19,SHORT,True,complete_common_path
000688.SH:R1_A:126413:121830,2022-09-20,LONG,True,complete_common_path
000688.SH:R1_A:126498:121940,2022-09-21,LONG,True,complete_common_path
000688.SH:R1_A:126633:112953,2022-09-21,SHORT,True,complete_common_path
000688.SH:R1_A:126763:91240,2022-09-22,SHORT,True,complete_common_path
000688.SH:R1_A:126966:104651,2022-09-23,SHORT,True,complete_common_path
000688.SH:R1_A:126977:122900,2022-09-23,LONG,True,complete_common_path
000688.SH:R1_A:127020:95128,2022-09-23,SHORT,True,complete_common_path
000688.SH:R1_A:127110:89674,2022-09-23,SHORT,True,complete_common_path
000688.SH:R1_A:127225:125764,2022-09-26,SHORT,True,complete_common_path
000688.SH:R1_A:127463:86662,2022-09-27,SHORT,True,complete_common_path
000688.SH:R1_A:127834:127833,2022-09-28,LONG,True,complete_common_path
000688.SH:R1_A:127867:125712,2022-09-28,LONG,True,complete_common_path
000688.SH:R1_A:127924:86649,2022-09-29,SHORT,True,complete_common_path
000688.SH:R1_A:128177:128176,2022-09-30,SHORT,True,complete_common_path
000688.SH:R1_A:128255:116492,2022-09-30,SHORT,True,complete_common_path
000688.SH:R1_A:128417:95538,2022-10-10,SHORT,True,complete_common_path
000688.SH:R1_A:128437:135658,2022-10-10,SHORT,True,complete_common_path
000688.SH:R1_A:128522:118202,2022-10-10,SHORT,True,complete_common_path
000688.SH:R1_A:128642:105129,2022-10-11,SHORT,True,complete_common_path
000688.SH:R1_A:128653:116644,2022-10-11,SHORT,True,complete_common_path
000688.SH:R1_A:128719:112872,2022-10-11,SHORT,True,complete_common_path
000688.SH:R1_A:128763:116787,2022-10-11,SHORT,True,complete_common_path
000688.SH:R1_A:128805:139349,2022-10-11,LONG,True,complete_common_path
000688.SH:R1_A:128886:91683,2022-10-12,LONG,True,complete_common_path
000688.SH:R1_A:128921:103952,2022-10-12,SHORT,True,complete_common_path
000688.SH:R1_A:129066:97160,2022-10-12,LONG,True,complete_common_path
000688.SH:R1_A:129122:135844,2022-10-13,LONG,True,complete_common_path
000688.SH:R1_A:129175:105178,2022-10-13,LONG,True,complete_common_path
000688.SH:R1_A:129419:139282,2022-10-14,SHORT,True,complete_common_path
000688.SH:R1_A:129485:137160,2022-10-14,LONG,True,complete_common_path
000688.SH:R1_A:129519:135510,2022-10-14,LONG,True,complete_common_path
000688.SH:R1_A:129602:118322,2022-10-17,LONG,True,complete_common_path
000688.SH:R1_A:129633:137079,2022-10-17,LONG,True,complete_common_path
000688.SH:R1_A:129643:112857,2022-10-17,LONG,True,complete_common_path
000688.SH:R1_A:129651:96998,2022-10-17,SHORT,True,complete_common_path
000688.SH:R1_A:129688:95113,2022-10-17,SHORT,True,complete_common_path
000688.SH:R1_A:129855:105388,2022-10-18,LONG,True,complete_common_path
000688.SH:R1_A:130056:135822,2022-10-18,LONG,True,complete_common_path
000688.SH:R1_A:130173:95369,2022-10-19,SHORT,True,complete_common_path
000688.SH:R1_A:130291:105570,2022-10-19,SHORT,True,complete_common_path
000688.SH:R1_A:130346:103927,2022-10-20,SHORT,True,complete_common_path
000688.SH:R1_A:130441:104043,2022-10-20,LONG,True,complete_common_path
000688.SH:R1_A:130568:124561,2022-10-21,LONG,True,complete_common_path
000688.SH:R1_A:130770:97169,2022-10-21,LONG,True,complete_common_path
000688.SH:R1_A:130819:134668,2022-10-24,LONG,True,complete_common_path
000688.SH:R1_A:131028:125750,2022-10-24,SHORT,True,complete_common_path
000688.SH:R1_A:131057:137524,2022-10-25,SHORT,True,complete_common_path
000688.SH:R1_A:131063:137530,2022-10-25,SHORT,True,complete_common_path
000688.SH:R1_A:131089:116698,2022-10-25,LONG,True,complete_common_path
000688.SH:R1_A:131185:101401,2022-10-25,LONG,True,complete_common_path
000688.SH:R1_A:131311:100837,2022-10-26,LONG,True,complete_common_path
000688.SH:R1_A:131390:104758,2022-10-26,LONG,True,complete_common_path
000688.SH:R1_A:131446:137698,2022-10-26,LONG,True,complete_common_path
000688.SH:R1_A:131546:95308,2022-10-27,LONG,True,complete_common_path
000688.SH:R1_A:131763:135841,2022-10-28,LONG,True,complete_common_path
000688.SH:R1_A:132015:132014,2022-10-31,LONG,True,complete_common_path
000688.SH:R1_A:132056:116698,2022-10-31,LONG,True,complete_common_path
000688.SH:R1_A:132076:119837,2022-10-31,SHORT,True,complete_common_path
000688.SH:R1_A:132097:118176,2022-10-31,LONG,True,complete_common_path
000688.SH:R1_A:132248:128169,2022-11-01,SHORT,True,complete_common_path
000688.SH:R1_A:132269:138511,2022-11-01,SHORT,True,complete_common_path
000688.SH:R1_A:132374:103801,2022-11-01,LONG,True,complete_common_path
000688.SH:R1_A:132494:106324,2022-11-02,LONG,True,complete_common_path
000688.SH:R1_A:132534:104698,2022-11-02,LONG,True,complete_common_path
000688.SH:R1_A:132617:137166,2022-11-02,LONG,True,complete_common_path
000688.SH:R1_A:132682:125699,2022-11-02,LONG,True,complete_common_path
000688.SH:R1_A:132753:95309,2022-11-03,LONG,True,complete_common_path
000688.SH:R1_A:132969:104885,2022-11-04,SHORT,True,complete_common_path
000688.SH:R1_A:133110:135509,2022-11-04,LONG,True,complete_common_path
000688.SH:R1_A:133304:85315,2022-11-07,SHORT,True,complete_common_path
000688.SH:R1_A:133434:95518,2022-11-07,SHORT,True,complete_common_path
000688.SH:R1_A:133519:112866,2022-11-08,SHORT,True,complete_common_path
000688.SH:R1_A:133603:101456,2022-11-08,SHORT,True,complete_common_path
000688.SH:R1_A:133681:140181,2022-11-09,SHORT,True,complete_common_path
000688.SH:R1_A:133692:134661,2022-11-09,LONG,True,complete_common_path
000688.SH:R1_A:133711:122913,2022-11-09,LONG,True,complete_common_path
000688.SH:R1_A:133752:119820,2022-11-09,SHORT,True,complete_common_path
000688.SH:R1_A:133832:137192,2022-11-09,LONG,True,complete_common_path
000688.SH:R1_A:133928:137282,2022-11-10,LONG,True,complete_common_path
000688.SH:R1_A:133934:119296,2022-11-10,SHORT,True,complete_common_path
000688.SH:R1_A:133985:85288,2022-11-10,SHORT,True,complete_common_path
000688.SH:R1_A:134028:85313,2022-11-10,SHORT,True,complete_common_path
000688.SH:R1_A:134121:101460,2022-11-10,SHORT,True,complete_common_path
000688.SH:R1_A:134171:124561,2022-11-11,LONG,True,complete_common_path
000688.SH:R1_A:134410:105138,2022-11-14,SHORT,True,complete_common_path
000688.SH:R1_A:134749:134748,2022-11-15,LONG,True,complete_common_path
000688.SH:R1_A:134864:118318,2022-11-15,LONG,True,complete_common_path
000688.SH:R1_A:135215:135214,2022-11-17,SHORT,True,complete_common_path
000688.SH:R1_A:136092:136090,2022-11-23,SHORT,True,complete_common_path
000688.SH:R1_A:136108:86886,2022-11-23,SHORT,True,complete_common_path
000688.SH:R1_A:136175:135212,2022-11-23,SHORT,True,complete_common_path
000688.SH:R1_A:136814:136813,2022-11-28,SHORT,True,complete_common_path
000688.SH:R1_A:138260:138259,2022-12-06,SHORT,False,event_missing_or_zero_volume_minute;control_missing_or_zero_volume_minute
000688.SH:R1_A:138524:138523,2022-12-07,SHORT,True,complete_common_path
000688.SH:R1_A:138738:104668,2022-12-08,SHORT,True,complete_common_path
000688.SH:R1_A:138903:106286,2022-12-08,SHORT,True,complete_common_path
000688.SH:R1_A:138996:86910,2022-12-09,SHORT,True,complete_common_path
000688.SH:R1_A:139020:125101,2022-12-09,SHORT,True,complete_common_path
000688.SH:R1_A:139513:139509,2022-12-13,LONG,True,complete_common_path
000688.SH:R1_A:139684:97224,2022-12-14,SHORT,True,complete_common_path
000688.SH:R1_A:139940:139939,2022-12-15,SHORT,True,complete_common_path
000688.SH:R1_A:140402:140401,2022-12-19,SHORT,True,complete_common_path
000688.SH:R1_A:140656:140655,2022-12-20,SHORT,True,complete_common_path
000688.SH:R1_A:140735:86989,2022-12-20,SHORT,True,complete_common_path
000688.SH:R1_A:140894:140655,2022-12-21,SHORT,True,complete_common_path
000688.SH:R1_A:141122:105136,2022-12-22,SHORT,True,complete_common_path
000688.SH:R1_A:141403:141400,2022-12-23,SHORT,True,complete_common_path
000688.SH:R1_A:141426:135683,2022-12-23,SHORT,True,complete_common_path
000688.SH:R1_A:141485:141748,2022-12-23,SHORT,True,complete_common_path
000688.SH:R1_A:141873:141872,2022-12-27,LONG,True,complete_common_path
000688.SH:R1_A:142123:142122,2022-12-28,LONG,True,complete_common_path
000688.SH:R1_A:142379:116718,2022-12-29,LONG,True,complete_common_path
